 Area 7.Cogeneration Plant.GEN7003 Cogeneration Plant No 3 Co-Gen.Variables.HMI Indication - Actual Power  Raw Historic			
Time/Date	Value		
03/01/2020 15:48:41	1012.14		
03/01/2020 15:48:43	1007.31		
03/01/2020 15:49:37	1014.00		
03/01/2020 15:49:39	1016.23		
03/01/2020 15:50:09	1014.00		
03/01/2020 15:50:11	1008.06		
03/01/2020 15:50:13	1014.00		
03/01/2020 15:50:15	1017.34		
03/01/2020 15:50:17	1014.00		
03/01/2020 15:50:19	1008.06		
03/01/2020 15:55:23	1007.31		
03/01/2020 15:55:25	1016.23		
03/01/2020 15:55:41	1010.29		
03/01/2020 15:55:43	1007.31		
03/01/2020 15:56:09	1014.00		
03/01/2020 15:56:11	1015.49		
